Transaction_ID,Customer_ID,Account_Number,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Merchant,Merchant_Category,Province,City,Device_Type,Device_OS,IP_Address,Login_Location,Card_Present,International,Previous_24hr_Transactions,Previous_24hr_Amount,Account_Age_Months,Customer_Age,Risk_Score,Fraud_Indicators,Fraud_Flag,Fraud_Type,Age_Group
T0003747,C00956,****1815,2025-05-07,19:54:00,Online Transfer,2879.71,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,Windows,196.1.25.110,KwaZulu-Natal,Yes,No,3,17739.67,209,72,25,No Fraud,No,No Fraud,71-80
T0003748,C00438,****7699,2025-10-19,17:21:00,POS Purchase,2016.75,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.40.90,Gauteng,No,No,9,5830.56,226,21,34,No Fraud,No,No Fraud,18-30
T0003749,C00419,****1745,2025-02-18,21:06:00,POS Purchase,3549.16,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Mac,196.1.86.24,Eastern Cape,Yes,No,5,4646.27,197,66,20,No Fraud,No,No Fraud,61-70
T0003750,C01171,****4588,2025-12-10,11:31:00,Bill Payment,3072.85,Engen,Fuel,Eastern Cape,Gqeberha,Branch,Mac,196.1.171.42,Eastern Cape,Yes,No,6,8803.47,84,52,65,No Fraud,No,No Fraud,51-60
T0003751,C00726,****6310,2025-06-05,14:23:00,Online Transfer,28.76,Shoprite,Grocery,Western Cape,Cape Town,ATM,Windows,196.1.5.53,Western Cape,Yes,No,9,15872.24,113,43,39,No Fraud,No,No Fraud,41-50
T0003752,C00735,****7607,2025-04-06,14:00:00,Online Transfer,4013.68,Checkers,Grocery,Western Cape,Cape Town,Branch,Windows,196.1.230.94,Western Cape,No,No,18,15570.89,192,52,68,No Fraud,No,No Fraud,51-60
T0003753,C00717,****2372,2025-02-07,06:38:00,Bill Payment,1319.9,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,Mac,196.1.23.129,Eastern Cape,No,No,9,16171.46,2,70,46,No Fraud,No,No Fraud,61-70
T0003754,C01157,****5825,2025-09-13,13:43:00,EFT,4383.06,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,Mac,196.1.93.66,KwaZulu-Natal,No,No,13,7031.56,78,57,52,No Fraud,No,No Fraud,51-60
T0003755,C01007,****7550,2025-06-10,20:18:00,Online Transfer,1948.59,Engen,Fuel,Gauteng,Johannesburg,Branch,Windows,196.1.139.132,Gauteng,Yes,No,11,15601.45,145,33,68,No Fraud,No,No Fraud,31-40
T0003756,C01158,****5591,2025-03-06,09:51:00,ATM Withdrawal,3788.03,Engen,Fuel,Western Cape,Cape Town,ATM,Android,196.1.241.15,Western Cape,Yes,No,10,3883.25,50,60,51,No Fraud,No,No Fraud,51-60
T0003757,C00538,****1874,2025-04-02,15:59:00,POS Purchase,4693.72,Shoprite,Grocery,Gauteng,Johannesburg,Mobile App,Windows,196.1.35.9,Gauteng,Yes,No,11,18424.59,155,30,6,No Fraud,No,No Fraud,18-30
T0003758,C00042,****5402,2025-12-17,23:53:00,EFT,2285.61,Shoprite,Grocery,Gauteng,Johannesburg,ATM,Windows,196.1.202.152,Gauteng,No,No,13,18532.85,229,36,38,No Fraud,No,No Fraud,31-40
T0003759,C00008,****5927,2025-01-15,21:19:00,POS Purchase,2838.53,Eskom,Utilities,KwaZulu-Natal,Durban,Branch,iPhone,196.1.24.43,KwaZulu-Natal,Yes,No,20,14437.03,238,18,12,No Fraud,No,No Fraud,
T0003760,C00450,****5734,2025-06-25,13:33:00,Online Transfer,4935.14,Checkers,Grocery,Western Cape,Cape Town,ATM,Mac,196.1.86.153,Western Cape,Yes,No,4,11217.73,21,41,24,No Fraud,No,No Fraud,41-50
T0003761,C01091,****2022,2025-01-27,14:39:00,POS Purchase,4431.77,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.186.100,Gauteng,No,No,4,1652.24,94,69,64,No Fraud,No,No Fraud,61-70
T0003762,C01025,****1332,2025-02-08,12:47:00,Deposit,3377.06,Engen,Fuel,Gauteng,Johannesburg,ATM,Windows,196.1.9.136,Gauteng,Yes,No,20,18158.27,57,24,62,No Fraud,No,No Fraud,18-30
T0003763,C00256,****5863,2025-03-29,04:06:00,Deposit,2032.63,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.10.249,Eastern Cape,Yes,No,12,18879.1,169,72,43,No Fraud,No,No Fraud,71-80
T0003764,C00444,****9788,2025-09-26,08:24:00,POS Purchase,2090.3,Takealot,Electronics,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.97.33,Eastern Cape,Yes,No,3,8748.59,182,39,27,No Fraud,No,No Fraud,31-40
T0003765,C00856,****5975,2025-07-30,01:42:00,Online Transfer,1932.4,Checkers,Grocery,Western Cape,Cape Town,Internet Banking,Windows,196.1.32.210,Western Cape,No,No,13,13872.1,86,36,12,No Fraud,No,No Fraud,31-40
T0003766,C00417,****2203,2025-05-08,14:05:00,Online Transfer,767.73,Shoprite,Grocery,Eastern Cape,Gqeberha,Branch,iPhone,196.1.231.247,Eastern Cape,Yes,No,12,13170.67,165,44,9,No Fraud,No,No Fraud,41-50
T0003767,C01085,****6864,2025-08-16,00:39:00,Deposit,28018.9,Takealot,Electronics,Western Cape,Cape Town,ATM,Windows,196.1.183.69,Western Cape,Yes,No,9,16087.78,107,58,77,High Amount;New Device,Yes,Account Takeover,51-60
T0003768,C00721,****8748,2025-04-11,13:33:00,Online Transfer,4529.61,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.172.15,KwaZulu-Natal,Yes,No,10,13987.19,58,59,3,No Fraud,No,No Fraud,51-60
T0003769,C00042,****9316,2025-05-29,05:41:00,POS Purchase,1139.08,Shoprite,Grocery,Western Cape,Cape Town,Internet Banking,Android,196.1.125.144,Western Cape,Yes,No,16,7852.88,240,54,62,No Fraud,No,No Fraud,51-60
T0003770,C01199,****5734,2025-07-25,05:13:00,Deposit,959.53,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.36.140,Eastern Cape,No,No,0,7127.28,234,20,54,No Fraud,No,No Fraud,18-30
T0003771,C00723,****1729,2025-01-13,10:26:00,ATM Withdrawal,2758.89,Checkers,Grocery,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.189.77,KwaZulu-Natal,Yes,No,20,3996.4,43,28,38,No Fraud,No,No Fraud,18-30
T0003772,C00300,****5535,2025-10-22,19:30:00,Online Transfer,3191.52,Eskom,Utilities,Western Cape,Cape Town,Internet Banking,Android,196.1.124.217,Western Cape,Yes,No,0,14795.11,9,46,52,No Fraud,No,No Fraud,41-50
T0003773,C00857,****3082,2025-10-24,00:03:00,Bill Payment,3475.79,Engen,Fuel,Eastern Cape,Gqeberha,ATM,iPhone,196.1.66.167,Eastern Cape,Yes,No,17,3677.44,91,62,22,No Fraud,No,No Fraud,61-70
T0003774,C01133,****2113,2025-10-05,02:21:00,POS Purchase,708.27,Eskom,Utilities,KwaZulu-Natal,Durban,Branch,Windows,196.1.21.42,KwaZulu-Natal,No,No,6,19644.5,198,51,8,No Fraud,No,No Fraud,51-60
T0003775,C00710,****1052,2025-03-22,19:28:00,ATM Withdrawal,4651.29,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,Android,196.1.191.104,Gauteng,Yes,No,8,6577.47,122,48,55,No Fraud,No,No Fraud,41-50
T0003776,C01141,****2301,2025-05-17,15:03:00,EFT,4373.16,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Mac,196.1.211.34,Gauteng,No,No,14,18183.24,35,52,47,No Fraud,No,No Fraud,51-60
T0003777,C00033,****9784,2025-06-18,05:30:00,Bill Payment,552.52,Takealot,Electronics,Western Cape,Cape Town,ATM,Mac,196.1.90.147,Western Cape,Yes,No,5,2597.39,19,54,22,No Fraud,No,No Fraud,51-60
T0003778,C00006,****1675,2025-12-23,10:15:00,Online Transfer,2961.36,Takealot,Electronics,Gauteng,Johannesburg,Branch,iPhone,196.1.142.243,Gauteng,No,No,7,18640.9,198,72,46,No Fraud,No,No Fraud,71-80
T0003779,C00569,****8491,2025-03-08,15:31:00,ATM Withdrawal,4415.08,Engen,Fuel,Gauteng,Johannesburg,Branch,Mac,196.1.224.147,Gauteng,Yes,No,0,3234.15,133,49,36,No Fraud,No,No Fraud,41-50
T0003780,C00700,****4425,2025-10-06,02:35:00,POS Purchase,3308.27,Checkers,Grocery,Western Cape,Cape Town,Branch,Android,196.1.57.213,Western Cape,Yes,No,19,4174.59,229,65,61,No Fraud,No,No Fraud,61-70
T0003781,C00267,****1144,2025-07-28,08:47:00,Deposit,2975.35,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Android,196.1.237.6,Gauteng,Yes,No,15,4968.33,174,28,57,No Fraud,No,No Fraud,18-30
T0003782,C00121,****2259,2025-10-04,19:25:00,POS Purchase,4778.24,Takealot,Electronics,Western Cape,Cape Town,Internet Banking,Mac,196.1.250.110,Western Cape,Yes,No,8,39.29,32,58,68,No Fraud,No,No Fraud,51-60
T0003783,C00320,****2359,2025-12-06,20:46:00,ATM Withdrawal,2741.69,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.45.106,KwaZulu-Natal,Yes,No,8,1717.66,87,49,43,No Fraud,No,No Fraud,41-50
T0003784,C00585,****8052,2025-09-22,00:50:00,Bill Payment,4609.51,Checkers,Grocery,Western Cape,Cape Town,Branch,Android,196.1.7.124,Western Cape,Yes,No,18,7321.16,130,42,52,No Fraud,No,No Fraud,41-50
T0003785,C00447,****9502,2025-01-10,16:39:00,Deposit,769.2,Engen,Fuel,KwaZulu-Natal,Durban,Mobile App,Android,196.1.103.240,KwaZulu-Natal,Yes,No,14,11092.84,114,36,66,No Fraud,No,No Fraud,31-40
T0003786,C01011,****6590,2025-11-01,20:12:00,ATM Withdrawal,3477.43,Shoprite,Grocery,Eastern Cape,Gqeberha,Mobile App,Android,196.1.177.44,Eastern Cape,No,No,14,2602.96,203,55,49,No Fraud,No,No Fraud,51-60
T0003787,C00924,****1542,2025-10-14,12:25:00,ATM Withdrawal,172.19,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.178.226,Eastern Cape,Yes,No,3,1880.64,167,44,40,No Fraud,No,No Fraud,41-50
T0003788,C00811,****3341,2025-05-05,07:13:00,Deposit,4121.75,Shoprite,Grocery,Gauteng,Johannesburg,Branch,Mac,196.1.255.69,Gauteng,Yes,No,14,4638.86,119,73,57,No Fraud,No,No Fraud,71-80
T0003789,C00715,****4536,2025-08-14,04:58:00,EFT,2390.7,Checkers,Grocery,Gauteng,Johannesburg,Branch,Windows,196.1.213.90,Gauteng,Yes,No,13,18217.44,20,39,50,No Fraud,No,No Fraud,31-40
T0003790,C00725,****4917,2025-08-27,12:07:00,POS Purchase,2241.38,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,Windows,196.1.123.110,Eastern Cape,Yes,No,19,7816.01,173,18,23,No Fraud,No,No Fraud,
T0003791,C00474,****9571,2025-07-24,07:38:00,Online Transfer,4770.3,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,iPhone,196.1.185.82,Gauteng,Yes,No,16,4690.88,70,48,50,No Fraud,No,No Fraud,41-50
T0003792,C00746,****4313,2025-05-01,15:28:00,Bill Payment,3747.98,Takealot,Electronics,Gauteng,Johannesburg,Branch,Android,196.1.191.182,Gauteng,Yes,No,1,16182.87,186,47,59,No Fraud,No,No Fraud,41-50
T0003793,C00211,****7596,2025-08-15,00:56:00,Deposit,2929.35,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,Mac,196.1.196.170,Eastern Cape,No,No,10,758.58,240,21,6,No Fraud,No,No Fraud,18-30
T0003794,C01118,****2968,2025-09-23,21:49:00,POS Purchase,3278.98,Eskom,Utilities,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.212.163,KwaZulu-Natal,No,No,17,1124.66,8,19,56,No Fraud,No,No Fraud,18-30
T0003795,C00797,****7824,2025-03-09,11:09:00,EFT,2445.99,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,Android,196.1.224.66,Gauteng,Yes,No,8,15822.55,213,51,63,No Fraud,No,No Fraud,51-60
T0003796,C01177,****7002,2025-05-03,04:50:00,Deposit,1219.33,Engen,Fuel,KwaZulu-Natal,Durban,ATM,Windows,196.1.92.207,KwaZulu-Natal,No,No,4,8950.67,92,76,7,No Fraud,No,No Fraud,71-80
T0003797,C00347,****3174,2025-07-31,03:23:00,EFT,3102.11,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.171.11,Eastern Cape,Yes,No,11,11061.28,222,58,24,No Fraud,No,No Fraud,51-60
T0003798,C01077,****3878,2025-06-03,09:36:00,Deposit,715.55,Takealot,Electronics,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.145.48,KwaZulu-Natal,Yes,No,20,12264.7,186,48,33,No Fraud,No,No Fraud,41-50
T0003799,C00516,****1924,2025-08-02,13:27:00,Bill Payment,4275.45,Shoprite,Grocery,Western Cape,Cape Town,ATM,Windows,196.1.144.165,Western Cape,Yes,No,19,9623.71,50,61,31,No Fraud,No,No Fraud,61-70
T0003800,C00133,****9354,2025-03-05,06:06:00,Bill Payment,4627.46,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Android,196.1.76.18,Gauteng,Yes,No,12,12885.8,7,49,2,No Fraud,No,No Fraud,41-50
T0003801,C00592,****6623,2025-05-15,00:56:00,Online Transfer,2922.0,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Android,196.1.57.227,Eastern Cape,Yes,No,13,4084.51,40,63,62,No Fraud,No,No Fraud,61-70
T0003802,C00903,****8263,2025-06-24,14:25:00,POS Purchase,4010.66,Eskom,Utilities,Gauteng,Johannesburg,Internet Banking,Mac,196.1.116.221,Gauteng,No,No,0,14145.41,172,21,55,No Fraud,No,No Fraud,18-30
T0003803,C00235,****6539,2025-03-22,05:42:00,Online Transfer,618.62,Checkers,Grocery,Gauteng,Johannesburg,ATM,Android,196.1.163.82,Gauteng,Yes,No,2,7387.12,171,21,20,No Fraud,No,No Fraud,18-30
T0003804,C00997,****4718,2025-06-13,08:11:00,Online Transfer,3992.26,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,Windows,196.1.109.116,KwaZulu-Natal,Yes,No,20,12453.35,213,23,32,No Fraud,No,No Fraud,18-30
T0003805,C00804,****6205,2025-01-30,03:38:00,POS Purchase,3578.28,Takealot,Electronics,Eastern Cape,Gqeberha,Mobile App,iPhone,196.1.235.197,Eastern Cape,Yes,No,12,14381.08,213,22,49,No Fraud,No,No Fraud,18-30
T0003806,C00017,****2920,2025-08-12,11:27:00,Bill Payment,2515.43,Checkers,Grocery,KwaZulu-Natal,Durban,ATM,Windows,196.1.74.222,KwaZulu-Natal,Yes,No,18,15642.38,81,30,8,No Fraud,No,No Fraud,18-30
T0003807,C00812,****9089,2025-01-27,21:15:00,EFT,3935.4,Engen,Fuel,Eastern Cape,Gqeberha,ATM,Windows,196.1.206.172,Eastern Cape,Yes,No,9,18793.07,220,73,59,No Fraud,No,No Fraud,71-80
T0003808,C00685,****1501,2025-01-29,00:02:00,Bill Payment,1328.29,Checkers,Grocery,Eastern Cape,Gqeberha,ATM,iPhone,196.1.48.78,Eastern Cape,Yes,No,16,7714.31,202,54,60,No Fraud,No,No Fraud,51-60
T0003809,C00665,****9178,2025-04-19,19:14:00,POS Purchase,604.34,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,Android,196.1.8.150,Gauteng,No,No,12,18285.53,78,28,31,No Fraud,No,No Fraud,18-30
T0003810,C00795,****4567,2025-11-12,04:17:00,Online Transfer,2338.84,Shoprite,Grocery,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.124.91,KwaZulu-Natal,Yes,No,3,16041.25,222,18,44,No Fraud,No,No Fraud,
T0003811,C00656,****3580,2025-11-15,22:28:00,Deposit,3156.93,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.222.134,Gauteng,Yes,No,11,2580.7,204,32,68,No Fraud,No,No Fraud,31-40
T0003812,C01094,****8076,2025-06-08,09:29:00,EFT,686.75,Engen,Fuel,KwaZulu-Natal,Durban,Branch,iPhone,196.1.209.94,KwaZulu-Natal,Yes,No,8,15256.62,97,26,50,No Fraud,No,No Fraud,18-30
T0003813,C00413,****7649,2025-06-01,00:44:00,Bill Payment,3092.42,Engen,Fuel,Gauteng,Johannesburg,Mobile App,iPhone,196.1.144.122,Gauteng,Yes,No,6,15480.94,28,73,22,No Fraud,No,No Fraud,71-80
T0003814,C01087,****3456,2025-02-01,14:24:00,Bill Payment,4015.61,Shoprite,Grocery,Eastern Cape,Gqeberha,ATM,Android,196.1.234.25,Eastern Cape,Yes,No,2,3381.32,7,59,34,No Fraud,No,No Fraud,51-60
T0003815,C00802,****8730,2025-07-03,14:29:00,EFT,2737.69,Takealot,Electronics,KwaZulu-Natal,Durban,ATM,Mac,196.1.189.160,KwaZulu-Natal,Yes,No,5,19714.76,79,49,19,No Fraud,No,No Fraud,41-50
T0003816,C00420,****6587,2025-10-08,19:13:00,ATM Withdrawal,3908.43,Eskom,Utilities,Western Cape,Cape Town,ATM,Windows,196.1.211.215,Western Cape,Yes,No,4,12833.19,91,54,22,No Fraud,No,No Fraud,51-60
T0003817,C00076,****3386,2025-08-22,19:23:00,ATM Withdrawal,295.07,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,iPhone,196.1.124.17,Eastern Cape,Yes,No,2,18497.84,21,66,57,No Fraud,No,No Fraud,61-70
T0003818,C00967,****5803,2025-01-11,14:11:00,Deposit,1328.57,Eskom,Utilities,Eastern Cape,Gqeberha,Internet Banking,Windows,196.1.244.253,Eastern Cape,No,No,3,18452.36,147,49,58,No Fraud,No,No Fraud,41-50
T0003819,C00075,****8664,2025-08-29,10:02:00,Online Transfer,1422.24,Checkers,Grocery,KwaZulu-Natal,Durban,Internet Banking,Windows,196.1.113.57,KwaZulu-Natal,No,No,10,11476.78,188,32,39,No Fraud,No,No Fraud,31-40
T0003820,C00479,****8568,2025-02-26,10:38:00,EFT,2108.85,Takealot,Electronics,Eastern Cape,Gqeberha,ATM,Windows,196.1.15.179,Eastern Cape,Yes,No,8,6781.94,18,37,17,No Fraud,No,No Fraud,31-40
T0003821,C00940,****2798,2025-06-10,20:17:00,EFT,2807.33,Engen,Fuel,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.224.240,Gauteng,Yes,No,12,18457.63,195,66,12,No Fraud,No,No Fraud,61-70
T0003822,C00264,****4777,2025-10-16,00:12:00,Online Transfer,451.84,Engen,Fuel,Western Cape,Cape Town,Branch,Windows,196.1.99.176,Western Cape,Yes,No,2,16174.8,55,33,29,No Fraud,No,No Fraud,31-40
T0003823,C00762,****6235,2025-01-18,00:28:00,Online Transfer,725.46,Shoprite,Grocery,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.47.178,KwaZulu-Natal,Yes,No,0,523.1,62,33,4,No Fraud,No,No Fraud,31-40
T0003824,C00988,****2676,2025-12-24,11:48:00,POS Purchase,2049.06,Engen,Fuel,Gauteng,Johannesburg,Branch,iPhone,196.1.84.147,Gauteng,Yes,No,8,14286.26,145,71,12,No Fraud,No,No Fraud,71-80
T0003825,C00152,****2664,2025-06-06,19:27:00,Deposit,3783.37,Checkers,Grocery,Eastern Cape,Gqeberha,Mobile App,Android,196.1.72.12,Eastern Cape,Yes,No,4,16613.13,175,37,38,No Fraud,No,No Fraud,31-40
T0003826,C01088,****7033,2025-08-20,08:45:00,EFT,2458.19,Eskom,Utilities,Western Cape,Cape Town,Branch,Mac,196.1.136.210,Western Cape,Yes,No,2,4413.87,131,73,22,No Fraud,No,No Fraud,71-80
T0003827,C00107,****8689,2025-12-06,11:56:00,ATM Withdrawal,1543.01,Takealot,Electronics,Eastern Cape,Gqeberha,Internet Banking,iPhone,196.1.163.36,Eastern Cape,Yes,No,5,13479.16,50,21,52,No Fraud,No,No Fraud,18-30
T0003828,C00192,****6099,2025-03-06,13:57:00,EFT,48.9,Shoprite,Grocery,Western Cape,Cape Town,Internet Banking,Windows,196.1.160.157,Western Cape,Yes,No,14,2858.44,115,52,48,No Fraud,No,No Fraud,51-60
T0003829,C00652,****5450,2025-06-30,22:56:00,Deposit,3637.78,Shoprite,Grocery,Eastern Cape,Gqeberha,Mobile App,iPhone,196.1.225.179,Eastern Cape,Yes,No,10,13972.38,76,22,13,No Fraud,No,No Fraud,18-30
T0003830,C00701,****3836,2025-04-30,18:47:00,Bill Payment,1439.18,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,Mac,196.1.156.100,Gauteng,Yes,No,20,346.16,125,28,16,No Fraud,No,No Fraud,18-30
T0003831,C00729,****7152,2025-11-23,02:13:00,Bill Payment,199.22,Takealot,Electronics,KwaZulu-Natal,Durban,Mobile App,iPhone,196.1.199.139,KwaZulu-Natal,Yes,No,9,9149.42,176,23,32,No Fraud,No,No Fraud,18-30
T0003832,C00087,****1250,2025-01-04,19:16:00,EFT,2063.98,Eskom,Utilities,Eastern Cape,Gqeberha,Branch,Windows,196.1.80.221,Eastern Cape,No,No,5,7143.51,98,30,53,No Fraud,No,No Fraud,18-30
T0003833,C00651,****8960,2025-06-03,16:01:00,ATM Withdrawal,4351.43,Shoprite,Grocery,Gauteng,Johannesburg,ATM,Android,196.1.58.48,Gauteng,No,No,11,11982.95,220,49,15,No Fraud,No,No Fraud,41-50
T0003834,C00383,****7074,2025-09-15,19:40:00,Online Transfer,1143.02,Shoprite,Grocery,Western Cape,Cape Town,Internet Banking,Mac,196.1.89.147,Western Cape,Yes,No,7,10189.01,94,66,37,No Fraud,No,No Fraud,61-70
T0003835,C00753,****7309,2025-04-10,23:09:00,ATM Withdrawal,1432.9,Eskom,Utilities,Western Cape,Cape Town,Internet Banking,Mac,196.1.19.119,Western Cape,No,No,1,3813.16,222,65,52,No Fraud,No,No Fraud,61-70
T0003836,C00109,****7438,2025-02-02,09:39:00,Online Transfer,2304.68,Checkers,Grocery,Gauteng,Johannesburg,Mobile App,Mac,196.1.95.44,Gauteng,Yes,No,10,15915.21,89,68,34,No Fraud,No,No Fraud,61-70
T0003837,C00763,****3881,2025-06-07,04:02:00,Bill Payment,2978.51,Shoprite,Grocery,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.193.24,Gauteng,Yes,No,16,4361.29,91,64,10,No Fraud,No,No Fraud,61-70
T0003838,C00386,****4634,2025-01-27,04:40:00,ATM Withdrawal,3486.05,Takealot,Electronics,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.169.19,Eastern Cape,Yes,No,5,7479.18,80,48,46,No Fraud,No,No Fraud,41-50
T0003839,C00324,****8809,2025-12-24,05:09:00,ATM Withdrawal,4865.67,Checkers,Grocery,KwaZulu-Natal,Durban,Internet Banking,iPhone,196.1.145.196,KwaZulu-Natal,No,No,4,3695.06,223,77,40,No Fraud,No,No Fraud,71-80
T0003840,C00087,****4441,2025-08-11,21:01:00,Online Transfer,3446.36,Shoprite,Grocery,Western Cape,Cape Town,ATM,iPhone,196.1.218.126,Western Cape,Yes,No,0,2050.23,17,48,46,No Fraud,No,No Fraud,41-50
T0003841,C00410,****4715,2025-10-30,07:11:00,EFT,4393.4,Eskom,Utilities,Gauteng,Johannesburg,ATM,iPhone,196.1.222.161,Gauteng,No,No,6,4279.57,106,36,57,No Fraud,No,No Fraud,31-40
T0003842,C00886,****3839,2025-10-10,23:08:00,ATM Withdrawal,1263.99,Eskom,Utilities,KwaZulu-Natal,Durban,ATM,iPhone,196.1.209.67,KwaZulu-Natal,No,No,20,2170.44,50,66,7,No Fraud,No,No Fraud,61-70
T0003843,C01198,****2983,2025-05-23,04:25:00,Bill Payment,3108.35,Engen,Fuel,Western Cape,Cape Town,ATM,iPhone,196.1.103.241,Western Cape,Yes,No,16,16883.75,108,20,61,No Fraud,No,No Fraud,18-30
T0003844,C00326,****9905,2025-09-24,20:15:00,Online Transfer,2911.76,Shoprite,Grocery,Western Cape,Cape Town,Mobile App,Windows,196.1.105.140,Western Cape,Yes,No,17,9523.28,2,27,24,No Fraud,No,No Fraud,18-30
T0003845,C00096,****3467,2025-05-21,10:44:00,ATM Withdrawal,3746.57,Eskom,Utilities,KwaZulu-Natal,Durban,Branch,Mac,196.1.113.110,KwaZulu-Natal,No,No,1,4894.36,63,27,34,No Fraud,No,No Fraud,18-30
T0003846,C00779,****4659,2025-12-03,20:27:00,ATM Withdrawal,638.71,Takealot,Electronics,Gauteng,Johannesburg,Internet Banking,iPhone,196.1.13.208,Gauteng,No,No,15,8018.7,192,34,57,No Fraud,No,No Fraud,31-40
T0003847,C00941,****6955,2025-11-29,19:44:00,Deposit,3610.46,Checkers,Grocery,Eastern Cape,Gqeberha,Internet Banking,iPhone,196.1.138.88,Eastern Cape,Yes,No,18,10992.79,30,41,2,No Fraud,No,No Fraud,41-50
T0003848,C00080,****3570,2025-12-04,09:57:00,Online Transfer,1920.93,Engen,Fuel,Eastern Cape,Gqeberha,Mobile App,Mac,196.1.44.149,Eastern Cape,Yes,No,18,7968.44,208,68,9,No Fraud,No,No Fraud,61-70
T0003849,C00513,****8129,2025-02-08,20:54:00,ATM Withdrawal,458.53,Eskom,Utilities,Eastern Cape,Gqeberha,ATM,iPhone,196.1.56.71,Eastern Cape,Yes,No,0,11224.26,99,20,36,No Fraud,No,No Fraud,18-30
T0003850,C00106,****9383,2025-03-11,16:31:00,Bill Payment,2589.52,Eskom,Utilities,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.31.58,KwaZulu-Natal,Yes,No,3,1032.64,217,22,58,No Fraud,No,No Fraud,18-30
T0003851,C00961,****4420,2025-02-25,09:03:00,ATM Withdrawal,2009.92,Checkers,Grocery,Eastern Cape,Gqeberha,Mobile App,iPhone,196.1.39.91,Eastern Cape,Yes,No,11,3076.91,161,57,12,No Fraud,No,No Fraud,51-60
T0003852,C00574,****1436,2025-03-26,02:56:00,Online Transfer,4412.33,Takealot,Electronics,KwaZulu-Natal,Durban,Internet Banking,Mac,196.1.136.195,KwaZulu-Natal,Yes,No,19,9408.44,34,49,15,No Fraud,No,No Fraud,41-50
T0003853,C00646,****4370,2025-11-04,04:27:00,ATM Withdrawal,1186.55,Engen,Fuel,Eastern Cape,Gqeberha,Branch,Mac,196.1.13.36,Eastern Cape,Yes,No,1,5227.17,165,28,24,No Fraud,No,No Fraud,18-30
T0003854,C00960,****1290,2025-07-25,19:26:00,ATM Withdrawal,1793.56,Engen,Fuel,Western Cape,Cape Town,Internet Banking,iPhone,196.1.143.3,Western Cape,No,No,9,10716.42,200,48,7,No Fraud,No,No Fraud,41-50
T0003855,C00316,****9244,2025-08-23,02:08:00,EFT,3261.93,Checkers,Grocery,Eastern Cape,Gqeberha,Internet Banking,Mac,196.1.81.183,Eastern Cape,Yes,No,16,9433.54,143,78,60,No Fraud,No,No Fraud,71-80
T0003856,C00567,****1999,2025-08-06,05:12:00,Online Transfer,4968.8,Shoprite,Grocery,KwaZulu-Natal,Durban,ATM,Android,196.1.145.156,KwaZulu-Natal,No,No,17,18310.37,55,35,12,No Fraud,No,No Fraud,31-40
T0003857,C00170,****2811,2025-03-30,21:21:00,Bill Payment,2228.57,Checkers,Grocery,KwaZulu-Natal,Durban,Branch,Mac,196.1.149.252,KwaZulu-Natal,No,No,1,4953.25,65,47,4,No Fraud,No,No Fraud,41-50
T0003858,C00645,****9934,2025-05-29,23:30:00,EFT,4417.51,Takealot,Electronics,Gauteng,Johannesburg,Mobile App,Android,196.1.205.221,Gauteng,Yes,No,1,14175.73,41,63,22,No Fraud,No,No Fraud,61-70
